domain,_original_idx,TEXT,text_length,word_count,elongation,ironie,insulte,mépris / haine,argot,abréviation,interjection,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,Colère,Dégoût,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilité,Embarras,Fierté,Jalousie,Autre,pred_Colère,pred_Dégoût,pred_Joie,pred_Peur,pred_Surprise,pred_Tristesse,pred_Admiration,pred_Culpabilité,pred_Embarras,pred_Fierté,pred_Jalousie,pred_Autre,proba_Colère,proba_Dégoût,proba_Joie,proba_Peur,proba_Surprise,proba_Tristesse,proba_Admiration,proba_Culpabilité,proba_Embarras,proba_Fierté,proba_Jalousie,proba_Autre,err_Colère,err_Dégoût,err_Joie,err_Peur,err_Surprise,err_Tristesse,err_Admiration,err_Culpabilité,err_Embarras,err_Fierté,err_Jalousie,err_Autre,n_errors_12,hamming_12,jaccard_error_12,weighted_hamming_12,error_category,emotion_density_12,mode_density_4,label_density_19
Obésité,276,selena t pas drole mv,21,5,0,1,0,1,1,1,0,bully_support,OAG,victim_support,OTH,ATK,OTH,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0054782196,0.00063378044,0.9927504,0.0027576275,0.0024031308,0.0030405803,2.3212811e-05,0.00019794796,0.005298802,0.0016116966,2.6223683e-05,0.021695804,OK,OK,FP,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.03226453746941952,low_error,0,0,0
Obésité,277,selena tu fais honte un peu là,30,7,0,0,0,0,0,0,0,bully,OAG,victim_support,OTH,ATK,OTH,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.010668786,0.006868057,0.0072868103,0.0473401,0.0003453859,0.051711872,0.027127307,0.02581003,0.8818618,0.17396712,0.0019734558,0.013019523,OK,OK,OK,OK,OK,OK,OK,OK,FP,OK,OK,OK,1,0.08333333333333333,1.0,0.12393548323720686,low_error,0,0,0
Obésité,278,il fais froid nn allez allons a mcdo,36,8,0,0,0,0,0,0,0,conciliator,NAG,,,CR,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1919474e-05,1.6475346e-06,1.0828862e-05,1.3482845e-05,3.0298623e-05,1.0042594e-05,5.2289442e-06,3.7523125e-07,2.6014155e-07,1.3573895e-06,5.366426e-08,3.3473603e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,279,1 2 3 le premier qui parle il baise sa mere,43,11,0,0,1,0,1,0,0,victim_support,OAG,,OTH,OTH,,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00020481132,2.4113324e-05,8.021388e-05,8.014729e-05,4.0536663e-05,5.0961997e-05,3.3312754e-05,1.7539452e-06,7.0476835e-06,4.804221e-06,4.5266577e-07,0.9946733,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,2,0.16666666666666666,1.0,0.018949583741772535,medium_error,1,1,4
Obésité,280,jai faim,8,2,0,0,0,0,0,0,0,conciliator,NAG,,,OTH,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119388e-05,1.9336776e-06,1.2767198e-05,1.354955e-05,3.01797e-05,1.2800163e-05,5.627036e-06,4.401867e-07,3.05527e-07,1.5761103e-06,6.3505105e-08,4.474388e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,281,dehja fait,10,2,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3009003e-05,1.6383985e-06,1.100747e-05,1.385681e-05,3.2130076e-05,1.0441377e-05,5.039473e-06,3.7955115e-07,2.5581085e-07,1.3399451e-06,5.463394e-08,2.2241029e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,282,pierre sale clochard bouge tu pollue l air,42,8,0,0,1,1,0,0,0,bully_support,OAG,conciliator,DNG,ATK,OTH,NEG,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3357628e-05,1.6028064e-06,1.1056729e-05,1.3052098e-05,3.198239e-05,1.0188033e-05,4.9394753e-06,3.693779e-07,2.499129e-07,1.3095397e-06,5.2566904e-08,2.2335165e-05,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,2,0.16666666666666666,1.0,0.027711074520106283,medium_error,2,1,5
Obésité,283,on se moque pas on est réaliste c tout,38,9,0,0,0,1,0,0,0,bully,NAG,,,OTH,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009024548,3.8991227e-05,5.649028e-05,3.041364e-05,3.1513842e-05,2.9511015e-05,1.7632681e-05,3.5700966e-06,6.7563064e-06,8.0168165e-06,7.8297194e-07,0.27633032,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,284,paul defend toi,15,3,0,0,0,0,0,0,0,conciliator,NAG,,,OTH,OTH,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4146246e-05,3.2045823e-06,1.909946e-05,1.6531738e-05,2.21573e-05,1.6667705e-05,7.105534e-06,6.581443e-07,5.693104e-07,2.468888e-06,9.8652485e-08,0.0001980501,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,285,nique ta mere fdp,17,4,0,0,1,0,1,1,0,conciliator,OAG,bully,OTH,DFN,OTH,NEG,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3068738e-05,1.6573381e-06,1.14026125e-05,1.2873922e-05,3.222929e-05,1.0368236e-05,5.060191e-06,3.7684285e-07,2.5207794e-07,1.3462625e-06,5.413449e-08,2.5952007e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,2,0.16666666666666666,1.0,0.018949583741772535,medium_error,2,1,5
Obésité,286,"pierre il pu, il pète, il polue la planète",42,9,0,0,0,1,0,0,0,bully_support,OAG,conciliator,DNG,AIN,ATK,NEG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3590341e-05,1.6127667e-06,1.093222e-05,1.41328555e-05,2.8284743e-05,1.0329066e-05,4.7171534e-06,3.6780628e-07,2.585026e-07,1.2890233e-06,5.187952e-08,2.2756834e-05,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.01209920155103232,low_error,1,1,4
Obésité,287,SI TES MUSLIM EXPLOSEEEEEE,26,4,0,0,0,1,0,0,0,conciliator,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2866803e-05,1.5644283e-06,1.011579e-05,1.5530086e-05,2.8973982e-05,9.905765e-06,4.632127e-06,3.5542413e-07,2.4610216e-07,1.2533884e-06,5.0760452e-08,2.2136728e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,288,Réaliste mais t'es pas foutu de voir que vous êtes que 3 à rire bande de mongol,79,17,0,0,1,1,0,0,0,victim,OAG,bully,NCG,DFN,,NEG,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.95341897,0.015571948,0.6881207,0.0054129367,0.021522788,0.0068383575,0.00012824644,0.001185705,0.0035492915,0.0006432281,0.000560497,0.0038299577,OK,OK,FP,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,0.5,0.03226453746941952,low_error,1,1,4
Obésité,289,pierre tu veux le mettre dans ton lit paul ou quoi ?,52,12,0,0,0,1,0,0,0,bully_support,OAG,victim,OTH,ATK,DFN,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.19773e-05,1.0058792e-05,3.5023884e-05,4.832117e-05,3.0679104e-05,3.8338603e-05,1.5615215e-05,9.1911403e-07,2.7937201e-06,2.879726e-06,1.955854e-07,0.9180855,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,2,0.16666666666666666,1.0,0.018949583741772535,medium_error,1,1,4
Obésité,290,moi je veut bien,16,4,0,0,0,0,0,0,0,victim_support,NAG,,,CNS,ATK,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00012796767,3.347884e-05,0.00019613665,0.00012357756,9.642636e-05,6.970445e-05,5.8949725e-05,2.4801586e-06,1.0965666e-05,7.394181e-06,7.200951e-07,0.99885905,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,1,0.08333333333333333,1.0,0.015611872969073962,low_error,0,0,0
Obésité,291,julien ta petite sour j irais la chercher à la maternelle,57,11,0,0,0,1,0,0,0,victim_support,OAG,bully_support,THR,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2160834e-05,1.8447306e-06,1.1974013e-05,1.2817666e-05,2.509652e-05,1.1663301e-05,5.243211e-06,4.125446e-07,3.049518e-07,1.436515e-06,5.7699328e-08,5.113779e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,292,tg jai pas envie dexploser,26,5,0,0,0,0,1,1,0,conciliator,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.135056e-05,1.1762962e-05,3.6824702e-05,3.2384163e-05,2.7807999e-05,3.2137523e-05,1.5536443e-05,1.2047169e-06,3.0407668e-06,3.652664e-06,2.4390118e-07,0.74005413,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,2,0.16666666666666666,1.0,0.018949583741772535,medium_error,1,1,4
Obésité,293,allah ou akbar amin,19,4,0,0,0,0,0,0,0,bully_support,CAG,victim_support,OTH,ATK,CNS,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2906757e-05,1.4419903e-06,9.69348e-06,1.3387008e-05,2.896224e-05,9.646025e-06,4.5683523e-06,3.2835328e-07,2.2971184e-07,1.1433453e-06,4.603202e-08,2.2609327e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,294,bien dit julien:'),18,3,0,0,0,0,0,0,0,bully_support,NAG,,,AIN,ATK,NEG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3634504e-05,1.6021188e-06,1.0730174e-05,1.4202005e-05,2.735567e-05,1.0302051e-05,4.722654e-06,3.6658867e-07,2.5588233e-07,1.2814791e-06,5.172657e-08,2.286519e-05,OK,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.03226453746941952,low_error,1,1,4
Obésité,295,bande gay,9,2,0,0,1,1,0,0,0,victim_support,OAG,bully_support,NCG,DFN,,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3733278e-05,1.6114108e-06,1.0385762e-05,1.4067425e-05,3.1513027e-05,1.0407179e-05,4.8333936e-06,3.7153154e-07,2.5367927e-07,1.2731336e-06,5.3160385e-08,2.0866859e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,296,homophooooooobe,15,1,0,0,1,0,0,0,0,bully_support,OAG,victim_support,NCG,ATK,DFN,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3315769e-05,1.6277224e-06,1.0281303e-05,1.4505857e-05,2.983738e-05,1.0379545e-05,4.8263278e-06,3.7321522e-07,2.5798295e-07,1.2814069e-06,5.327966e-08,2.443712e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,297,refouléeeee,11,1,0,0,1,1,0,0,0,conciliator,NAG,,,EMP,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4739896e-05,1.5818597e-06,9.9193685e-06,1.3659963e-05,2.4687e-05,1.0134223e-05,4.56177e-06,3.5351383e-07,2.5670187e-07,1.1638995e-06,4.906836e-08,2.7923412e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,298,brice il parle plus la,22,5,0,0,0,0,0,0,0,victim_support,OAG,bully,OTH,DFN,OTH,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265823e-05,1.6807215e-06,1.0673358e-05,1.2920833e-05,2.7584076e-05,1.0413095e-05,5.1697853e-06,3.8246677e-07,2.7210493e-07,1.340441e-06,5.366487e-08,3.5158348e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,299,tu sais paul tu te sentiras bcp mieux si tu acceptes que t'es obése,67,14,0,1,0,1,0,0,0,bully,OAG,victim,DNG,ATK,DFN,NEG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00035083838,0.00026727913,0.0014370421,0.00040766931,1.7995064e-05,6.906484e-05,0.00040110483,4.3716358e-05,0.00012081185,0.0015608997,9.717897e-06,0.83601844,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,2,0.16666666666666666,1.0,0.027711074520106283,medium_error,1,1,4
Obésité,300,pierre ca sert a r de parler avec eux c'est des cons,52,12,0,0,1,1,0,0,0,conciliator,OAG,bully,NCG,EMP,EMP,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012650664,2.6711572e-05,0.00025635376,1.2642608e-05,1.7184917e-05,1.7274582e-05,8.223788e-06,2.6301655e-06,3.1574132e-06,1.1710266e-05,4.4798205e-07,0.0037207613,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,1,1,4
Obésité,301,ca joue a la branlette le soir,30,7,0,0,0,1,1,0,0,bully_support,OAG,victim_support,DNG,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2739614e-05,1.373661e-06,9.33927e-06,1.358679e-05,2.6347388e-05,9.40091e-06,4.3542836e-06,3.099899e-07,2.2259555e-07,1.0777768e-06,4.2838035e-08,2.3448989e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,302,thibaut il est dans le lit avec paul,36,8,0,0,0,0,0,0,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3062235e-05,1.5480184e-06,1.0163821e-05,1.3008307e-05,2.762583e-05,9.993525e-06,4.7194076e-06,3.492014e-07,2.479224e-07,1.1974022e-06,4.9002793e-08,2.7929216e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,303,non avec ta mere,16,4,0,0,1,0,0,0,0,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2594989e-05,1.4356085e-06,9.642631e-06,1.3653254e-05,2.7989503e-05,9.663611e-06,4.3086516e-06,3.2238674e-07,2.2932443e-07,1.117531e-06,4.49027e-08,2.4264764e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,304,"tu sais brice tu te sentirais mieux si tassumais que tes adopté ,",65,13,0,0,0,0,0,0,0,conciliator,OAG,bully,OTH,DFN,ATK,NEG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020205094,0.0031640204,0.005938983,0.000775425,2.8463302e-05,0.0004424352,0.0031420263,0.0013642268,0.005108325,0.0782078,0.00022170201,0.07930148,OK,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.03226453746941952,low_error,1,1,4
Obésité,305,obsesé,6,1,0,0,1,1,1,0,0,victim_support,NAG,,,OTH,,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3803382e-05,1.6199375e-06,1.029937e-05,1.4725116e-05,3.2054297e-05,1.054543e-05,4.793174e-06,3.7477636e-07,2.5451115e-07,1.2714204e-06,5.3913144e-08,2.0087276e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,306,t pas drole thibaulte,21,4,0,0,0,1,0,0,0,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0004244478,2.9221586e-05,0.96736646,0.00066933135,0.08067799,0.0010208971,0.00011510655,1.6569176e-05,6.2465435e-05,8.528889e-05,4.5256015e-06,0.0023491748,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,0.5,0.003337710772698571,low_error,2,2,6
Obésité,307,rejoins ton pere zemmour et casse pas la tete,45,9,0,0,0,1,0,0,0,conciliator,OAG,bully,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0036301373,5.132427e-05,8.760394e-05,3.0123341e-05,2.7049096e-05,3.0002617e-05,1.3101157e-05,3.6763024e-06,1.0848253e-05,6.036891e-06,7.741113e-07,0.6159729,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,2,0.16666666666666666,1.0,0.018949583741772535,medium_error,1,1,4
Obésité,308,alors pk tu rentres le soir avec lui,36,8,0,0,0,1,0,1,0,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2750175e-05,1.5783876e-06,1.0104056e-05,1.3727674e-05,2.4685518e-05,1.0038964e-05,4.5124348e-06,3.5167886e-07,2.6023582e-07,1.214389e-06,4.8502063e-08,3.3436754e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,309,bouffon,7,1,0,0,1,1,0,0,0,conciliator,OAG,bully_support,NCG,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.33293515e-05,1.5710035e-06,1.0348163e-05,1.39502745e-05,3.073175e-05,9.914602e-06,4.744566e-06,3.5825616e-07,2.4506116e-07,1.2495382e-06,5.110122e-08,2.2216036e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,2,0.16666666666666666,1.0,0.018949583741772535,medium_error,2,1,5
Obésité,310,ou ta mere marine,17,4,0,0,1,0,0,0,0,bully_support,CAG,conciliator,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3754866e-05,1.4630523e-06,9.543535e-06,1.47636e-05,2.9794503e-05,9.521898e-06,4.523517e-06,3.3366948e-07,2.3233275e-07,1.1412645e-06,4.745919e-08,1.8416158e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,311,et toi pierre que t pd,22,6,0,0,1,1,0,0,0,bully,OAG,conciliator,NCG,ATK,DFN,NEG,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.31829975e-05,1.7484457e-06,1.2292944e-05,1.3095748e-05,3.3073575e-05,1.018207e-05,5.1926777e-06,3.978235e-07,2.670005e-07,1.4564829e-06,5.7485458e-08,2.7171955e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,2,0.16666666666666666,1.0,0.018949583741772535,medium_error,2,1,5
Obésité,312,moi jlassume jai pas honte mv,29,6,0,0,1,0,0,0,0,conciliator,NAG,,,CNS,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.069926366,0.011729241,0.0050639464,0.032020252,0.00020891815,0.0068714926,0.010523434,0.019798527,0.8485006,0.07636021,0.0017204537,0.019068953,OK,OK,OK,OK,OK,OK,OK,OK,FP,OK,OK,OK,1,0.08333333333333333,1.0,0.12393548323720686,low_error,0,0,0
Obésité,313,retourne pas la situation brice de nice,39,7,0,0,1,1,0,0,0,victim_support,CAG,bully,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2923803e-05,2.112403e-06,1.2209117e-05,1.4166712e-05,2.7154209e-05,1.34068505e-05,5.5154114e-06,4.7244328e-07,3.422112e-07,1.6304817e-06,6.772434e-08,5.645356e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,314,tsais si tu veux plus...,24,5,0,0,0,0,0,0,0,conciliator,NAG,,,OTH,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9289717e-05,5.781048e-06,2.4552819e-05,3.1468975e-05,2.0005988e-05,3.0869567e-05,7.2311873e-06,1.1409686e-06,1.2244377e-06,3.449851e-06,1.7325893e-07,0.0003086051,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,315,pk pas,6,2,0,0,0,0,0,0,0,bully_support,NAG,,,OTH,OTH,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2210305e-05,2.0670677e-06,1.2092522e-05,1.3046324e-05,2.6748075e-05,1.1486094e-05,5.7888046e-06,4.5333752e-07,3.404615e-07,1.5964343e-06,6.433756e-08,8.840782e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,316,aller,5,1,0,0,0,0,0,0,0,conciliator,NAG,,,OTH,OTH,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3585987e-05,1.5560242e-06,9.856566e-06,1.4341292e-05,2.9034418e-05,1.0257408e-05,4.641338e-06,3.5641972e-07,2.497992e-07,1.2006749e-06,5.03883e-08,2.2032475e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,317,... bb,6,2,0,0,0,1,1,0,0,bully_support,NAG,,,OTH,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2681152e-05,4.5624224e-06,1.8057794e-05,3.205081e-05,0.00019340137,2.2407854e-05,1.2415698e-05,1.0727664e-06,7.0405235e-07,2.69109e-06,2.0952676e-07,0.00016736475,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,318,c bon pas en public on ta dis,29,8,0,0,0,0,0,0,0,conciliator,NAG,,,OTH,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315163e-05,2.9423961e-06,2.18876e-05,1.7554394e-05,2.600029e-05,1.6313637e-05,6.374876e-06,6.30608e-07,4.5064823e-07,2.5842276e-06,9.579415e-08,8.332956e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,319,t'as raison,11,2,0,0,0,0,0,0,0,bully_support,NAG,,,OTH,OTH,NEU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.53555954,0.003635391,0.0022097183,0.00029585554,0.00021988523,8.145288e-05,0.00017331312,0.00034214597,0.0012499159,0.0006011887,9.341269e-05,0.025787039,FP,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.003337710772698571,low_error,0,0,0
Obésité,320,breffff,7,1,0,0,0,0,0,0,0,conciliator,NAG,,,OTH,OTH,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3802959e-05,1.7067969e-06,1.09073735e-05,1.4062085e-05,3.1317904e-05,1.0605135e-05,5.1664883e-06,3.9594124e-07,2.6749035e-07,1.3709677e-06,5.7034615e-08,2.3384495e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,321,bon faite vous pépom plus tard,30,6,0,0,0,1,1,0,1,bully,NAG,,,OTH,OTH,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2596586e-05,2.1086091e-06,1.603041e-05,1.3493303e-05,2.7844779e-05,1.25076585e-05,5.781037e-06,4.8011754e-07,3.3114958e-07,1.8209641e-06,6.95708e-08,3.8709655e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,322,desole brefff,13,2,1,0,0,0,0,0,1,bully_support,NAG,,,OTH,OTH,NEU,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862309e-05,1.6755172e-06,1.0423259e-05,1.3844711e-05,2.8849852e-05,1.0480603e-05,4.987554e-06,3.8473013e-07,2.686559e-07,1.3032318e-06,5.468722e-08,2.6377658e-05,OK,OK,OK,OK,OK,OK,OK,FN,OK,OK,OK,OK,1,0.08333333333333333,1.0,0.12393548323720686,low_error,1,1,4
Obésité,323,c  pas le sujet,15,4,0,0,0,0,0,0,0,conciliator,NAG,,,OTH,OTH,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39076266,0.00017157808,4.746733e-05,2.7170116e-05,0.0002043352,4.83108e-05,1.37530815e-05,1.1386248e-05,1.9614665e-05,1.0588106e-05,2.6893147e-06,0.008897341,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
